OrderID,CustomerName,Email,Region,Product,Quantity,UnitPrice,Total,OrderDate,DeliveryStatus,PaymentStatus
ORD1385,Kamal Sharma,kamal.sharma@gmail.com,Lucknow,Headphones,1,1640,1640,26/04/2021,Delayed,Refunded
ORD1225,Suresh Singh,suresh.singh@mail.com,Pune,Charger,1,550,550,2022-05-14,In Transit,Unpaid
ORD1580,Deepak Khan,deepakkhan@outlook.com,Jaipur,Graphic Card,1,25426,25426,23-08-2018,Delivered,Paid
ORD1471,Rita Singh,rita.singh@gmail.com,Chennai,Microphone,1,,3407,Jun 17 2024,Delivered,COD
ORD1348,Imran Singh,imran.singh@gmail.com,Bengaluru,Charger,1,461,461,23/03/2018,Delayed,Unpaid
ORD1128,Vikas Chowdhury,vikas.chowdhury@hotmail.com,Pune,Laptop,1,40959,40959,28 Jun 2018,Cancelled,Unpaid
ORD1150,Deepak Patel,deepak.patel@outlook.com,Mumbai,Tablet,1,15663,15663,Mar 06 2015,Pending,COD
ORD1446,Sana Reddy,sanareddy@hotmail.com,Ahmddabad,Smartwatch,1,6567,6567,2021-09-29,In Transit,Refunded
ORD1286,Rohit Kaur,rohit.kaur@mail.com,Ahmedabad,Printer,2,8579,17158,2016-12-22,Delivered,COD
ORD1564,Kamal Devi,kamal.devi@hotmail.com,Lucknow,Charger,1,428,428,Nov 17 2022,Pending,Unpaid
ORD1044,Neha Kapoor,neha.kapoor@hotmail.com,Kolkata,Mouse,1,471,471,31-07-2021,In Transit,Unpaid
ORD1108,Karan Iyer,karan.iyer@outlook.com,Lucknow,Ink Cartridge,1,706,706,15.07.2022,In Transit,Unpaid
ORD1517,Rohit Singh,,Pune,Smartwatch,1,6675,6675,02/01/2022,Pending,Refunded
ORD1576,Vijay Singh,vijay.singh@hotmail.com,Hyderabad,Speaker,1,1614,1614,Jan 20 2022,Cancelled,COD
ORD1134,Suresh Singh,suresh.singh@hotmail.com,Delhi,Router,1,3119,3119,2024-01-09,Returned,Unpaid
ORD1441,Akhil Kaur,akhilkaur@mail.com,Pune,Mouse,1,565,565,05 Aug 2017,Delivered,Paid
ORD1510,Sahil Khan,sahil.khan@mail.com,Chennai,Graphic Card,2,24407,48814,23-Jul-2021,Out for delivery,Paid
ORD1045,Anita Patel,anita.patel@outlook.com,Delhi,Microphone,3,2676,8028,2024-09-23,Cancelled,Refunded
ORD1170,Rita Gupta,,Mumbai,Speaker,2,1754,3508,07 October 2022,In Transit,Paid
ORD1066,Ritika Sharma,ritika.sharma@mail.com,Bengaluru,Webcam,1,1950,2437,01-Apr-2022,Delayed,Refunded
ORD1284,Sahil Devi,sahil.devi@yahoo.com,Jaipur,Headphones,1,1578,1578,2024/06/11,In Transit,Refunded
ORD1086,Sana Iyer,sana.iyeryahoo.com,Pune,Headphones,1,1669,1669,14-Jun-2021,Returned,Paid
ORD1243,Kamal Chowdhury,kamal.chowdhury@outlook.com,Delhi,Microphone,1,2827,2827,2021-10-16,Delivered,Refunded
ORD1187,Karan Gupta,karan.gupta@hotmail.com,Pune,Speaker ,1,1848,1848,2023-08-16,Delayed,Paid
ORD1327,Sita Verma,sita.verma@yahoo.com,Jaipur,Smartwatch,1,6203,7753,2015-07-14,Returned,Unpaid
ORD1160,Meena Patel,,Bengaluru,SSD,1,4106,4106,17 August 2024,Delayed,Paid
ORD1013,Meena Kaur,meena.kaur@hotmailcon,Jaipur,Printer(used),1,6975,6975,21-Jan-2018,Pending,COD
ORD1036,Ritika Bose,ritikabose@mail.com,Delhi,Speaker,1,1975,1975,30 October 2024,Returned,Refunded
ORD1029,Amit Singh,amit.singh@outlook.com,Pune,Microphone,1,2633,2633,03-Nov-2022,Pending,COD
ORD1171,Rita Verma,,Pune,Headphones,one,1359,,Nov 04 2020,Delivered,Refunded
ORD1143,Vikas Kumar,vikas.kumar@hotmail.com,Jaipur,Keyboard,1,860,860,2016-01-17,Cancelled,COD
ORD1237,Arjun Kumar,arjun.kumar@yahoocon,Pune,Graphic Card,2,22676,45352,19-Apr-2023,Delayed,COD
ORD1478,Kamal Verma,kamal.verma@hotmail.com,Kolkata,Speaker,3,2045,6135,07 August 2017,Returned,Refunded
ORD1582,Imran,imran.kaur@outlook.com,Hyderabad,Webcam,1,2059,2059,10 June 2019,In Transit,Unpaid
ORD1222,Rita Iyer,ritaiyer@gmail.com,Pune,Speaker,1,1539,1923,Jan 25 2019,Cancelled,COD
ORD1555,Rahul Devi,rahul.devi@hotmail.com,Jaipur,Ink Cartridge,1,694,694,10-09-2016,Out for delivery,Unpaid
ORD1096,Geeta Kapoor,geeta.kapoor@mail.com,Bengaluru,Laptop,3,50901,152703,25 May 2016,Cancelled,Refunded
ORD1052,Sana Devi,sana.devi@hotmail.com,Lucknow,HDMI Cable,1,5885,5885,2024/11/17,Cancelled,Refunded
ORD1241,Neha Sharma,neha.sharma@mail.com,Hyderabad,Power Bank,1,1195,1195,07-05-2016,In Transit,Refunded
ORD1519,Anita,anita.nair@hotmailcon,Ahmedabad,Charger,1,464,464,Mar 15 2022,In Transit,Paid
ORD1352,Rita Iyer,ritaiyer@hotmail.com,Ahmedabad,Speaker,1,1939,1939,02 Jun 2022,Returned,Unpaid
ORD1527,Geeta Chowdhury,geeta.chowdhury@mail.com,Ahmedabad,Power Bank,2,1348,2696,09 Jun 2017,In Transit,Paid
ORD1179,Suresh Nair,suresh.nair@hotmail.com,Hyderabad,Smartwatch,1,5960,5960,26 July 2017,Cancelled,Refunded
ORD1461,Suresh,suresh.nair@yahoo.com,Lucknow,Router,1,3707,3707,05/08/2021,In Transit,Refunded
ORD1537,Rohit Kumar,,Bengaluru,Laptop,1,41066,41066,22 May 2018,Delayed,COD
ORD1042,Amit Kapoor,amit.kapoor@outlook.com,Kolkata,Webcam,1,2291,2291,2022/07/24,Delivered,Refunded
ORD1566,Neha Bose,neha.bose@mail.com,Lucknow,Tablet,2,14160,28320,2021-11-09,Pending,COD
ORD1533,Vikas Devi,vikas.devi@outlook.com,Pune,Phone Case,1,255,255,01 May 2016,Cancelled,Refunded
ORD1207,Sita Verma,sita.verma@mail.com,Chennai,SSD,one,4658,4658,07 May 2016,Pending,Refunded
ORD1393,Ramesh Kaur,ramesh.kaur@outlook.com,Delhi,Speaker,2,1862,3724,13-Jun-2023,Delivered,Refunded
ORD1283,Suresh Singh,suresh.singh@mail.com,Delhi,Charger,1,566,566,18-Nov-2016,Delayed,Unpaid
ORD1359,Sourav Singh,souravsinghmail.com,Pune,Speaker,2,1932,3864,13 July 2019,Delivered,Paid
ORD1398,Priya Bose,priya.bose@gmailcon,Chennai,Keyboard,1,783,783,04-03-2015,Out for delivery,Refunded
ORD1255,Ramesh Nair,ramesh.nair@gmail.com,Hyderabad,Speaker,1,1532,1532,23-Sep-2023,Out for delivery,Refunded
ORD1218,Sana Bose,sana.bose@yahoo.com,Ahmedabad,Printer,5,8146,40730,2020-12-17,Pending,Unpaid
ORD1005,Vijay Kapoor,vijay.kapoor@outlook.com,Pune,Monitor,1,,9974,Nov 16 2016,Delayed,Refunded
ORD1257,Sahil,sahilsinghyahoo.com,Chennai,Tablet,1,13033,13033,2018-07-14,Out for delivery,Refunded
ORD1575,Sana Verma,sana.verma@mail.com,Mumbai,USB Cable,1,196,196,2017-07-26,Cancelled,COD
ORD1544,Deepak Singh,,Chennai,SSD,2,3743,7486,2020-01-05,Delivered,Refunded
ORD1431,Ritika Reddy,ritika.reddy@mail.com,Ahmedabad,Webcam,1,2512,2512,23-04-2022,Out for delivery,Paid
ORD1101,Amit Kaur,amit.kaur@outlook.com,Delhi,Graphic Card,2,22973,45946,05-Nov-2022,Returned,Refunded
ORD1227,Ritika Iyer,ritika.iyer@gmail.com,Mumbai,HDMI Cable,1,6578,6578,20-08-2015,Pending,COD
ORD1449,Kamal Nair,kamal.nair@hotmail.com,Kolkata,Mouse,1,470,470,2020-02-27,Out for delivery,COD
ORD1558,Ritika Verma,ritika.verma@outlook.com,Bengaluru,Router,1,3647,3647,24 Jul 2022,Delayed,COD
ORD1584,Sneha Bose,,Pune,Mouse,1,522,574,03.06.2024,Delayed,Refunded
ORD1214,Ritika Verma,ritika.verma@hotmail.com,Lucknow,Router Plus,1,3984,3984,2019-07-15,Delivered,Paid
ORD1360,Ramesh Kaur,ramesh.kaur@hotmailcon,Delhi,Headphones,1,1330,1197,2016-12-20,Delivered,Paid
ORD1172,Geeta Iyer,geeta.iyer@mail.com,Lucknow,SSD,1,4557,4557,2017/07/19,Pending,Paid
ORD1099,Sana Sharma,,Pune,SSD,1,4348,4348,Dec 30 2021,Out for delivery,Refunded
ORD1293,Kamal Khan,kamalkhan@hotmail.com,Chennai,SSD,1,4390,4829,06-Feb-2024,In Transit,Refunded
ORD1216,Mohan Verma,mohan.verma@mail.com,Mumbai,Printer,1,6988,6988,23 Sep 2023,In Transit,COD
ORD1062,Deepak Khan,deepak.khan@outlook.com,Bengaluru,Mouse,2,540,1080,28-12-2024,Returned,Paid
ORD1407,Amit Kaur,amit.kaur@yahoo.com,Jaipur,Tablet,1,15664,15664,28 November 2016,Pending,Refunded
ORD1503,Imran Kaur,imrankaur@outlook.com,Mumbai,Printer,2,8871,17742,23/11/2021,Cancelled,Refunded
ORD1048,Priya Chowdhury,priya.chowdhury@outlook.com,Mumbai,Keyboard,1,738,811,31 May 2021,Pending,Paid
ORD1033,Anita Kumar,anita.kumar@outlook.com,Chennai,Phone Case,1,317,317,2022-10-16,Pending,COD
ORD1201,Sita Kumar,sita.kumar@outlook.com,Jaipur,Charger,two,522,1044,21-07-2018,Pending,Unpaid
ORD1135,Karan Khan,karan.khanoutlook.com,Mumbai,Router,1,3824,3824,2019-02-03,Delayed,Unpaid
ORD1028,Sahil Kapoor,,Bengaluru,Microphone Pro,1,3225,3225,Jul 29 2022,Out for delivery,COD
ORD1535,Sneha Kaur,sneha.kaur@hotmail.com,Delhi,Webcam,1,2072,2072,05-09-2023,Returned,Refunded
ORD1231,Suresh Nair,suresh.nair@mail.com,Mumbai,SSD,1,3753,3753,2021-07-25,Delayed,COD
ORD1490,Akhil Nair,akhil.nair@gmail.com,Kolkata,HDMI Cable,1,3878,3878,17.12.2021,Returned,COD
ORD1379,Deepak Verma,deepak.verma@gmail.com,Ahmedabad,Printer,1,7545,7545,18-03-2017,Delayed,Refunded
ORD1289,Akhil Chowdhury,akhil.chowdhuryoutlook.com,Bengaluru,Headphones,1,1468,1468,12 June 2019,Out for delivery,Paid
ORD1419,Sahil Reddy,sahil.reddy@gmailcon,Ahmedabad,Tablet,1,16659,16659,21 Nov 2016,Pending,Refunded
ORD1392,Karan Verma,karan.verma@yahoo.com,Ahmedabad,Power Bank,-1,1248,-1248,2017-10-10,Delivered,Unpaid
ORD1499,Rahul Iyer,rahul.iyer@yahoo.com,Jaipur,Phone Case,1,310,310,Dec 09 2017,Returned,Unpaid
ORD1139,Suresh Singh,suresh.singh@mail.com,Delhi,Webcam,1,2518,2518,Jan 29 2016,Delayed,COD
ORD1063,Vikas Kumar,vikas.kumar@outlook.com,Jaipur,Phone Case,1,275,275,25 February 2024,Delayed,Refunded
ORD1472,Neha Singh,neha.singh@outlook.com,Bengaluru,Keyboard,3,863,2589,2021-11-28,Delayed,COD
ORD1129,Rahul Singh,rahul.singh@mail.com,Hyderabad,Laptop,1,49711,49711,Mar 31 2016,Pending,Unpaid
ORD1596,Akhil Iyer,akhil.iyer@outlook.com,Kolkata,Speaker,2,2042,2042,03-12-2023,In Transit,Refunded
ORD1521,Vikas Nair,vikasnair@outlook.com,Hyderabad,Printer,2,7796,15592,05/07/2023,In Transit,Refunded
ORD1065,Sana Kumar,sana.kumar@outlook.com,Hyderabad,Webcam Pro,1,2080,2080,05-02-2023,Cancelled,COD
ORD1015,Sourav Sharma,sourav.sharma@outlookcon,Delhi,Charger,1,429,429,2021-04-12,Pending,Refunded
ORD1157,Rahul Singh,rahul.singh@yahoo.com,Jaipur,Graphic Card,1,,22173,2023-12-19,Delivered,Refunded
ORD1041,Suresh Devi,suresh.devi@yahoo.com,jelhi,Smartwatch,1,7546,7546,17.03.2016,Out for delivery,Unpaid
ORD1493,Arjun Gupta,arjun.gupta@yahoo.com,Ahmedabad,Graphic Card - refurbished,1,23516,23516,Mar 14 2016,In Transit,Refunded
ORD1380,Vikas Khan,vikas.khan@yahoo.com,Pune,Charger,1,445,445,26 January 2024,Delayed,Paid
ORD1188,Kamal Reddy,kamal.reddy@gmail.com,Hyderabad,Smartwatch,1,6173,6173,24.08.2021,In Transit,COD
ORD1217,Sita Patel,sitapatel@mail.com,Lucknow,Webcam,1,1903,1903,28/06/2019,Out for delivery,Paid
ORD1053,Jaya Chowdhury,,Ahmedabad,HDMI Cable,2,7996,15992,2024-05-20,Cancelled,COD
ORD1338,Karan Kaur,karan.kaur@yahoo.com,Jaipur,Printer,1,6956,6956,Oct 24 2015,Pending,COD
ORD1296,Akhil Kapoor,akhil.kapoor@hotmail.com,Hyderabad,Monitor,1,10196,10196,28-Aug-2016,Pending,Paid
ORD1252,Latika Verma,latika.verma@yahoo.com,Hyderabad,Headphones,1,1521,1673,May 29 2024,Delivered,Paid
ORD1462,Sahil Bose,sahil.bose@yahoo.com,Ahmedabad,Smartwatch,1,6080,6080,03-07-2015,Delayed,Paid
ORD1456,Sneha Gupta,sneha.guptayahoo.com,Lucknow,Microphone,1,2626,2626,2022-05-15,Delivered,COD
ORD1193,Geeta Singh,geeta.singh@hotmail.com,Jaipur,Laptop,-1,39819,-39819,2022-03-10,Delayed,Unpaid
ORD1270,Amit Devi,amit.devi@yahoo.com,Chennai,Graphic Card,four,23448,93792,25/02/2021,Pending,Refunded
ORD1202,Sneha Reddy,sneha.reddy@hotmail.com,Lucknow,Headphones,1,1543,1543,19-Mar-2022,Returned,Refunded
ORD1162,Pooja Devi,pooja.devi@outlook.com,Mumbai,Graphic Card,1,26678,26678,05 Aug 2022,Delayed,COD
ORD1402,Imran Chowdhury,,Lucknow,Ink Cartridge,1,752,752,14-Aug-2023,Pending,Unpaid
ORD1477,Sana Iyer,sana.iyer@hotmail.com,Hyderabad,Smartwatch,4,6938,27752,21/01/2022,Delivered,Unpaid
ORD1106,Ritika Chowdhury,ritika.chowdhury@mail.com,Chennai,Tablet,1,13549,13549,30.08.2018,In Transit,Refunded
ORD1390,Neha Gupta,neha.gupta@gmail.com,Bengaluru,Printer,1,7029,7029,01.07.2021,Delayed,COD
ORD1002,Anita Verma,anita.verma@outlook.com,Hyderabad,Mouse,1,481,481,2018-12-09,Returned,COD
ORD1570,Imran Devi,,Jaipsr,Keyboard,1,694,694,21/12/2016,Delivered,Paid
ORD1081,Pooja Chowdhury,pooja.chowdhury@gmail.com,Jaipur,Phone Case,1,307,307,08.06.2022,Delayed,Unpaid
ORD1206,Pooja Sharma,pooja.sharma@yahoo.com,Mumbai,Mouse,4,482,1928,08 Nov 2017,Cancelled,Paid
ORD1035,Rahul Bose,rahul.bose@hotmail.com,Lucknow,Microphone,1,2713,2713,15/03/2022,Delayed,Refunded
ORD1509,Vijay Kumar,vijay.kumar@hotmail.com,Mumbai,Headphones,1,1488,1488,16 March 2016,Pending,COD
ORD1428,Priya Verma,priya.verma@outlook.com,Hyderabad,HDMI Cable,2,7226,14452,09.05.2016,Pending,Refunded
ORD1455,Mohan Khan,mohan.khan@mail.com,Ahmedabad,Microphone,1,3415,3415,08-May-2021,Delivered,Refunded
ORD1367,Neha Gupta,neha.gupta@yahoo.com,Chennai,Router,4,,12236,20-07-2019,Out for delivery,Unpaid
ORD1092,Ritika Kumar,ritika.kumar@gmail.com,Ahmedabad,HDMI Cable,1,7036,7036,18.12.2018,Pending,COD
ORD1340,Arjun Kumar,arjun.kumar@yahoo.com,Chennai,USB Cable,1,188,188,2022/02/04,Delivered,Paid
ORD1565,Rita Kapoor,rita.kapoor@yahoo.com,Jaipur,Speaker,4,1911,7644,03-Feb-2024,Delayed,COD
ORD1346,Deepak,,Hyderabad,Laptop Plus,1,39805,39805,Apr 06 2017,Cancelled,COD
ORD1242,Amit Bose,amit.bose@hotmail.com,Jaipur,Webcam,1,1974,1974,2015/10/28,In Transit,Unpaid
ORD1014,Meena Iyer,meena.iyer@gmail.com,Delhi,HDMI Cable,1,2558,2813,2023-02-17,In Transit,Unpaid
ORD1316,Meena Kumar,meena.kumar@outlook.com,Pune,Webcam,1,2218,2218,2018/08/16,Returned,Paid
ORD1388,Amit Reddy,amit.reddy@hotmail.com,Pune,Monitor,3,9476,28428,08 Sep 2016,Returned,Unpaid
ORD1274,Mohan Devi,,Bengaluru,Laptop,1,46586,46586,Feb 02 2019,Delivered,COD
ORD1167,Ritika Sharma,ritika.sharma@gmail.com,Lucknow,Speaker,2,2058,4116,19-08-2023,Pending,COD
ORD1322,Geeta Kumar,geeta.kumar@yahoo.com,Lucknow,Phone Case,1,290,290,16-Apr-2021,Delayed,COD
ORD1485,Kamal Gupta,kamal.gupta@outlook.com,Delhi,Mouse,1,558,558,21/01/2016,Delayed,Unpaid
ORD1598,Pooja Bose,pooja.boseyahoo.com,Kolkata,Power Bank,1,1266,1266,13-06-2016,Returned,Unpaid
ORD1505,Rohit Gupta,rohitgupta@gmail.com,Bengaluru,Monitor,1,8847,8847,Apr 23 2017,Cancelled,Refunded
ORD1244,Vikas Singh,vikas.singh@yahoo.com,Bengalurb,Smartwatch,1,8029,8029,09-Dec-2021,Returned,Refunded
ORD1567,Sana Devi,sanadevi@yahoo.com,Hyderabad,Tablet,1,13036,13036,22-02-2023,In Transit,COD
ORD1563,Rita Patel,rita.patel@mail.com,Chennai,Monitor,2,9571,19142,09.07.2022,Out for delivery,COD
ORD1190,Suresh Gupta,sureshgupta@gmail.com,Mumbai,Speaker,1,1861,1861,23 Jan 2023,Returned,Paid
ORD1476,Akhil Kumar,akhil.kumar@mail.com,Bengaludu,Router,2,3687,7374,17 Jan 2019,Returned,Paid
ORD1511,Sita Devi,sita.devi@hotmail.com,Ahmedabad,Headphones,1,1275,1402,25 Dec 2024,Pending,COD
ORD1059,Vikas Kaur,vikaskaur@gmail.com,Delhi,Ink Cartridge,1,801,801,19 April 2021,Delayed,Paid
ORD1475,Sneha Reddy,sneha.reddy@yahoo.com,Jaipur,HDMI Cable,1,6071,6071,2017-12-22,Delayed,COD
ORD1561,Arjun Kumar,arjun.kumar@hotmail.com,Kolkata,USB Cable,1,215,215,10/09/2018,Cancelled,Refunded
ORD1253,Imran Devi,imran.devi@gmail.com,Jaipur,Headphones,1,1588,1588,2020/04/26,Cancelled,Paid
ORD1022,Vijay Sharma,vijay.sharma@outlook.com,Bengaluru,Graphic Card,1,25950,25950,14-12-2015,Cancelled,COD
ORD1314,Meena Kapoor,meena.kapoor@mail.com,Ahmedabud,Phone Case,1,265,265,03 May 2016,Delayed,Paid
ORD1460,Sourav Kumar,sourav.kumar@yahoo.com,Hyderabad,Graphic Card,1,25097,25097,Oct 12 2016,In Transit,COD
ORD1161,Priya Gupta,priya.gupta@outlook.com,Pune,Smartwatch,1,6187,6805,28 September 2015,Delayed,Unpaid
ORD1277,Ramesh Singh,ramesh.singh@yahoo.com,Bengaluru,Printer,1,7985,7985,07/08/2017,Delivered,Paid
ORD1192,Ritika Patel,ritika.patel@yahoo.com,Jaipur,Laptop,1,40612,40612,07-May-2021,Delivered,COD
ORD1386,Mohan Sharma,mohan.sharma@gmail.com,Kolkata,Printer(used),1,8366,8366,2017-12-17,Delayed,Paid
ORD1414,Ritika Chowdhury,ritika.chowdhury@mail.com,vhennai,Keyboard,1,708,708,08 September 2016,Out for delivery,Paid
ORD1492,Meena Kumar,meena.kumar@yahoo.com,Delhi,Speaker,one,1600,1600,2018-02-09,Delayed,Paid
ORD1344,Ramesh Kaur,ramesh.kaur@hotmail.com,Lucknow,Printer,1,6937,6937,2024-06-12,Returned,Paid
ORD1309,Akhil Verma,akhil.verma@mail.com,Bengaluru,Power Bank,one,1287,1287,01/11/2021,Out for delivery,Paid
ORD1131,Kamal Devi,kamal.devi@yahoo.com,Delhi,HDMI Cable,1,6916,6916,2018-07-16,Out for delivery,COD
ORD1100,Anita Devi,anita.devi@gmail.com,Bengaluru,SSD,1,4571,4113,2019-08-21,Out for delivery,Unpaid
ORD1373,Vijay Chowdhury,vijay.chowdhury@outlook.com,Kolkata,Monitor Pro,1,7881,7881,2015-10-21,In Transit,Paid
ORD1088,Geeta Patel,geeta.patel@hotmailcon,Hyderabad,Webcam,1,2310,2310,15 Nov 2016,Out for delivery,COD
ORD1459,Jaya Nair,jaya.nair@hotmail.com,Ahmedabad,Smartwatch,1,6008,6008,30 May 2021,Out for delivery,Paid
ORD1331,Anita Gupta,anita.gupta@gmail.com,Delhi,Mouse,1,450,450,2017/12/12,Delayed,Paid
ORD1215,Rita Reddy,rita.reddy@mail.com,Pune,SSD,1,3744,3744,11 Aug 2021,Pending,Unpaid
ORD1467,Suresh Verma,suresh.verma@mail.com,Kolkata,Router,one,3084,3084,2017-08-10,Cancelled,COD
ORD1122,Priya Kapoor,priya.kapoor@outlook.com,Chennai,Router,1,3235,3235,Mar 03 2023,Returned,COD
ORD1021,Vijay Bose,vijay.bose@gmail.com,Lucknow,Microphone,2,3051,6102,11 June 2016,Out for delivery,Unpaid
ORD1072,Pooja Reddy,pooja.reddy@outlook.com,Pune,USB Cable,5,210,1050,29/04/2017,Delivered,Unpaid
ORD1107,Geeta Reddy,geeta.reddy@gmail.com,Pune,Phone Case,2,327,654,02.09.2019,Cancelled,Refunded
ORD1271,Kamal Khan,kamal.khan@hotmail.com,Lucknow,Microphone,1,2823,2823,2023-12-08,In Transit,Unpaid
ORD1436,Sahil Verma,sahil.verma@yahoo.com,Hyderabad,HDMI Cable,2,4972,9944,Dec 22 2019,Returned,Refunded
ORD1103,Imran Patel,imran.patel@outlook.com,Ahmedabad,Headphones,1,1572,1965,07-01-2022,In Transit,Unpaid
